113,Dry Fruits,cashewnut,no.,30,1.1,2.3,1.1,2.5,0.6,25,0,10,3,0,0.3,0.29,22.5,17.5,0.07,32,0.08,0.1,0,0
114,Dry Fruits,dates dry,no.,16,0.1,0,3.8,6,0.2,37.5,0.1,4,3.6,0,0.03,0.02,2.5,3,0,6,0,0,0,0.2
115,Dry Fruits,figs dry,no.,20,0.3,0.1,5.1,12.9,0.8,54.4,0.1,5,9.6,0.7,0.04,0.16,5.4,5.4,0.04,5,0.02,0,0,0.8
116,Dry Fruits,pista,no.,8,0.2,0.6,0.2,1.7,0.1,0,0.1,3,1.73,0.6,0.03,0.05,5.2,0,0,8,0.02,0,0,0
117,Dry Fruits,raisins,no.,2,0,0,0.4,0.4,0.1,0,0,1,0.32,0,0,0,0.4,0,0,1,0,0,0,0
118,Dry Fruits,groundnut roastd,small bowl,570,26.2,39.8,26.7,77,15,0,0.6,104,160,38,0.96,1.26,370,0,1.1,202,0.53,22.1,42.5,6.4
119,Dry Fruits,mix dry fruit,tablespoon,76,1.4,2.4,12.3,18.4,2,37.5,0.7,25,15.2,0,0.06,0.06,32.5,20.4,0.07,52,0.01,0.3,0,1.5
120,Dry Fruits,walnut,tablespoon,34,0.8,3.2,0.6,5,0.1,0,0,20,0.3,0,0,0,19,15.1,0.13,22,0,0.1,0,0.2
121,Fruits,apple,no.,73,0.4,0,17.9,12,33.6,89.7,2.4,22,76.8,6.1,0.1,0.18,16.7,8.4,0.17,38,0.06,0,0,1.4
122,Fruits,avla,no.,9,0.1,0,2.1,7.5,0.8,33.8,51.8,4,2.4,0,0.02,0.1,3,0,0,5,0.01,0,0,0.5
123,Fruits,banana ripe,no.,94,1.2,0,22.5,13.6,29.3,70.3,4.8,18,64,4.4,0.01,0.03,28.8,32.8,0.16,12,0,0.4,3.2,3
124,Fruits,cherries,no.,4,0.1,0,1,1.7,0.2,22.4,0,0,0,0,0,0,1.8,1.9,0.01,0,0,0,0,0
125,Fruits,chiku,no.,47,0.2,0,11.6,12.7,2.7,121.6,3.6,5,57.6,4.8,0.01,0.01,12.2,11.3,0.31,20,0,0.1,0,0.7
126,Fruits,custard apple,no.,94,1.4,0.4,21.1,15.3,3.6,0,9,27,21.6,0,0.04,0.07,42.3,75.6,0.58,18,0.02,1.2,0,0.7
127,Fruits,figs,no.,22,0.8,0.1,4.6,48,0,0,1.2,66,14.4,0,0.24,0.15,18,0,0,72,0.04,0.4,0,1
128,Fruits,figs (dry),no.,31,0.5,0.3,7.3,26.9,1.2,108.4,5.7,8,11.2,0.7,0.05,0.17,7.4,9.2,0.05,8,0.02,0,0,0.9
129,Fruits,fruit delhi,no.,77,0.8,0.1,18.3,11.6,23.5,86.2,2.7,24,57,3.5,0.03,0.23,21.6,18.3,0.11,36,0.15,0.2,2.3,1.7
130,Fruits,fruit pune,no.,89,0.8,0,21.4,24.3,24.1,59.7,10.1,21,108,7.8,0.05,0.12,28.4,21.3,0.11,32,0.02,0.2,2.3,2.9
131,Fruits,fruit raipur chennai,no.,90,0.9,0,21.5,13.5,32.2,81.3,4,21,72,5.3,0.05,0.1,25,24,0.17,24,0.03,0.2,2,2.5
132,Fruits,grapes,no.,3,0,0,0.8,0.8,0.1,0,0.1,1,0.27,0,0,0.02,1.2,3.3,0,1,0.01,0,0,0
133,Fruits,guava,no.,37,0.3,0,9.4,7.8,4.9,70.7,54,18,57.6,0,0.01,0.02,21.8,18.6,0.11,18,0,0.3,13.5,4.7
134,Fruits,jambhul,no.,9,0.1,0,2.1,2.2,3.9,8.2,1.8,5,9.6,0,0.02,0.05,2.2,5.9,0.02,4,0.01,0,0.3,0.1
135,Fruits,khajur,no.,7,0.1,0,1.7,1.1,0.1,0,0.2,6,3.6,0,0.02,0.02,1.9,0.6,0,4,0,0,0,0.2
136,Fruits,lemon,no.,11,0.2,0.2,2.2,14,0.4,54,5.6,3,1.6,0,0.01,0.01,2,3.8,0.01,3,0,0,0,0.1
137,Fruits,lychee,no.,7,0.1,0,1.6,0.5,0.1,17.1,7.2,5,0,1.4,0.01,0.03,3.1,1,0.01,0,0.02,0.1,0,0.1
138,Fruits,mango green,no.,44,0.7,0.1,10.1,10,43,83,3,10,90,0,0.07,0.33,19,16,0.07,40,0.03,0.2,5,0
139,Fruits,mango r,no.,119,0.9,0.1,28.8,22.1,41.4,323.7,28.8,43,1440,12.1,0.14,1.01,25.3,426.4,0.21,56,0.04,1.4,0,1.3
140,Fruits,orange,no.,61,0.5,0,14.7,32.1,5.6,11.5,15.5,16,126,8.9,0.04,0.11,24.7,11.1,0,34,0.01,0,0.7,2.7
141,Fruits,peaches,no.,65,1.6,0.4,13.6,19.5,2.6,588.9,7.8,39,0,5.2,0.26,3.12,53.3,27.3,0.13,26,0.08,0.6,1.3,1.3
